sid,age,gender, race,education,religion,politics,income,percentile,tax,award_satisfied,award_dist_fair,result_satisfied,result_dist_fair,rationale,group_feel,network_type,group,status,batch
2007,43.0,F,W,HS,NR,,5.0,40.0,0.0,-2.0,-2.0,-2.0,-2.0,I voted 0% every time because I don't support taxes.,I feel like they probably do support taxes,repr,1,R,2
2008,29.0,M,W,BA,NR,-1.0,4.0,47.0,20.0,0.0,1.0,1.0,1.0,"I felt with the higher the score, the more the income tax needed to be.",I think everyone in the group made rational decisions.,repr,1,P,2
2009,67.0,F,W,AS,CA,-1.0,1.0,85.0,24.0,-1.0,-1.0,0.0,0.0,I wanted to get more because I was one of the lowest.,neutral,repr,1,P,2
2010,,,,,,,,,,,,,,,,repr,1,P,2
2011,21.0,F,W,AS,CA,-2.0,5.0,40.0,20.0,0.0,0.0,0.0,0.0,,,repr,1,P,2
2012,39.0,M,W,BA,NR,-2.0,4.0,50.0,20.0,-2.0,-2.0,-2.0,-2.0,Trying to get my score higher to get more bonus and to make me on more equal footing.,They didn;t do enough to equalize the scores.,repr,1,P,2
2013,32.0,F,W,BA,O,1.0,3.0,60.0,2.0,-1.0,0.0,-1.0,0.0,I tried to pick something in the middle,I think they did a good job,repr,1,P,2
2014,,,,,,,,,,,,,,,,repr,1,R,2
2015,26.0,M,O,HS,NR,0.0,2.0,77.0,0.0,-2.0,-2.0,-2.0,-2.0,I tried to maximize the amount of points I got.,They were too moderate.,repr,1,P,2
2016,,,,,,,,,,,,,,,,repr,1,P,2
2017,,,,,,,,,,,,,,,,repr,1,P,2
2018,29.0,M,W,BA,O,-2.0,6.0,30.0,33.0,2.0,-2.0,2.0,-2.0,"I had motivation to stay on top, but I did not want to completely leave out the people at the bottom, so I never voted for a 0% rate.","Neutral. The tax rate felt fair, but the differences in starting positions were so wildly different that it did not help those at the bottom that much.",repr,1,R,2
2019,32.0,M,W,BA,NR,-1.0,6.0,5.0,25.0,-1.0,-2.0,1.0,1.0,I wanted a more equitable distribution,I feel okay but wish the rate would've ended up higher,repr,1,P,2
2020,35.0,F,A,MA,O,-1.0,6.0,25.0,30.0,1.0,1.0,0.0,1.0,I voted for lower taxes so I'd lose less,I think everyone did what's in their best interest,repr,1,R,2
2021,29.0,M,W,BA,PR,2.0,6.0,45.0,18.0,-1.0,-1.0,-1.0,-1.0,"Since I had a low initial allocation, I wanted the highest tax rate possible for wealth redistribution.","I think that for the most part, everyone acted in their own best self-interest. Those with high initial allocations wanted low tax rates and vice versa for those with low initial allocations.",repr,1,P,2
2022,41.0,F,W,BA,NR,-2.0,4.0,60.0,20.0,-2.0,-2.0,-2.0,-2.0,I was trying to tax heavily so the taxes with the most had their excess more evenly distributed,I’m not sure.  I’m guessing those with more asked for no taxes,repr,1,P,2
2023,35.0,M,H,BA,CA,-1.0,4.0,30.0,25.0,0.0,0.0,0.0,0.0,i tried to be fair and stick close to the group,i felt they were reasonable,repr,1,R,2
2024,,,,,,,,,,,,,,,,repr,1,R,2
2025,,,,,,,,,,,,,,,,segr,2,P,2
2026,24.0,F,W,BA,NR,-2.0,4.0,55.0,10.0,2.0,1.0,-1.0,0.0,"If we voted on lower tax rate, we’d all make more money",A little confused,segr,2,R,2
2027,59.0,M,W,MA,CA,2.0,4.0,80.0,25.0,1.0,2.0,2.0,1.0,I think it was the right  voting decision I made in the game.,Well I think they also did quiet well.,segr,2,P,2
2028,67.0,F,W,AS,O,-1.0,4.0,50.0,10.0,0.0,0.0,0.0,0.0,No reason. Just best guess,I feel fine about them.,segr,2,R,2
2029,40.0,F,B,AS,NR,-1.0,1.0,70.0,50.0,1.0,2.0,1.0,1.0,To get higher percent than the top score person.,I feel good.,segr,2,R,2
2030,33.0,M,W,AS,NR,-2.0,4.0,50.0,0.0,1.0,2.0,1.0,2.0,I was mainly trying to do what it seemed like the rest of the group wanted to do,I feel like we all were on the same page,segr,2,P,2
2031,26.0,M,W,BA,CA,0.0,3.0,60.0,22.0,0.0,0.0,-1.0,0.0,Wanted whats best for the group,They were doing what was best,segr,2,P,2
2032,64.0,F,B,MA,PR,-1.0,4.0,30.0,4.0,1.0,1.0,0.0,,I tried to play it safe.,I guess they did what they thought was best.,segr,2,P,2
2033,24.0,M,W,AS,JE,-2.0,2.0,80.0,9.0,-1.0,1.0,2.0,2.0,I wanted everybody to have an even amount by the end.,I'm glad we came to a fairly unanimous consensus.,segr,2,P,2
2034,48.0,M,W,AS,PR,1.0,5.0,40.0,12.0,-1.0,-1.0,1.0,2.0,I felt 20% rate was fair to everyone,,segr,2,P,2
2035,30.0,M,W,BA,PR,-1.0,4.0,40.0,10.0,2.0,2.0,0.0,0.0,If as a group had voted for a lower tax rate we all would've been better off.,They made some iffy choices. I don't agree with how most voted because they cost us all a larger bonus.,segr,2,R,2
2036,32.0,F,W,MA,CA,-1.0,6.0,70.0,3.0,1.0,-1.0,1.0,0.0,I tried to pick values that would median out to a similar value.,"I think most of us were on the same page. Overall, we stuck to similar ranges.",segr,2,R,2
2037,26.0,F,A,BA,NR,-1.0,4.0,80.0,5.0,0.0,0.0,0.0,0.0,trying to choose in the middle,neutral,segr,2,P,2
2038,28.0,M,W,BA,NR,0.0,4.0,50.0,15.0,-1.0,-1.0,-1.0,-2.0,I increase the number because I had the least,The other group members had more than me at the start and end,segr,2,R,2
2039,33.0,F,B,MA,O,-1.0,5.0,60.0,10.0,0.0,1.0,2.0,1.0,I was trying to stay low to bring the median down.,I think the others voted similar,segr,2,P,2
2040,52.0,M,W,BA,NR,-1.0,5.0,15.0,25.0,1.0,2.0,2.0,2.0,I chose a lower amount as I think taxes should be increase dramatically the higher your income is.,They were very generous and taxed on a higher rate than I did.,segr,2,R,2
2041,30.0,F,W,BA,CA,-1.0,6.0,25.0,11.0,1.0,1.0,0.0,2.0,No comments.,I feel really good and I think the other group member are also warm.,segr,2,R,2
2042,36.0,M,W,HS,NR,,3.0,85.0,50.0,-1.0,-1.0,-1.0,-1.0,To share all the points equally,They are selfish,segr,2,P,2
2043,49.0,F,W,AS,NR,1.0,6.0,40.0,10.0,0.0,0.0,0.0,0.0,I went with the average score that everyone else voted for.,I feel fine about it.,segr,2,P,2
2044,39.0,F,W,BA,NR,-1.0,5.0,45.0,20.0,2.0,0.0,0.0,0.0,I had a good score and didn't want to pay taxes on it. I knew taxes would help the others but I felt like it didn't really help me.,I think everyone did what was in their best interest. I don't love (or even like) their decisions but I understand why they made the choices they did.,segr,2,R,2
2045,,,,,,,,,,,,,,,,segr,2,P,2
2046,38.0,F,W,HS,NR,-2.0,1.0,90.0,5.0,0.0,0.0,0.0,0.0,I tried to go a bit lower then the rest.,I was suprised it was high.,segr,2,P,2
2047,31.0,M,W,HS,CA,0.0,3.0,50.0,2.0,0.0,0.0,1.0,0.0,io thoght about it,good,segr,2,P,2
2048,35.0,F,W,BA,NR,-2.0,2.0,70.0,6.0,-1.0,-1.0,-1.0,-1.0,I tried to maximize my payment.,I don't know anything about them.,segr,2,P,2
2049,35.0,O,W,AS,CA,-2.0,4.0,40.0,,0.0,-1.0,0.0,0.0,As the rounds went on I considered a higher progressive tax rate like in the 1930s/40s due to a few from our group having much higher scores than most.,"I'm curious as to what everyone voted by the end, it must have been a wide spectrum to get the final average.",poor,3,P,2
2050,42.0,F,W,MA,NR,-2.0,3.0,60.0,20.0,0.0,-1.0,-1.0,-1.0,,,poor,3,R,2
2051,43.0,F,W,AS,NR,0.0,3.0,50.0,15.0,-2.0,-1.0,0.0,1.0,I aimed to find a number that was high enough to bring others' scores down but not so high it lowered mine.,I think everybody did a good job.,poor,3,P,2
2052,22.0,F,A,BA,NR,-2.0,6.0,45.0,3.0,2.0,-1.0,1.0,0.0,Trying to even out the scores,I felt satisfied with the choices that the other group members made,poor,3,R,2
2053,24.0,F,B,AS,NR,,3.0,30.0,10.0,0.0,0.0,-1.0,-2.0,It was close to half.,Somewhat confused.,poor,3,R,2
2054,,,,,,,,,,,,,,,,poor,3,P,2
2055,37.0,F,W,BA,NR,-1.0,4.0,60.0,30.0,-1.0,1.0,0.0,-1.0,I really just tried to do what I felt was the most fair for everyone. I started with a low score and didn’t want to affect the group,I think the group chose well,poor,3,P,2
2056,29.0,F,W,BA,NR,-1.0,5.0,10.0,40.0,-2.0,1.0,-1.0,-1.0,I tried to tax at a higher percentage to reduce the disparity between us,"I suspect that others around my score voted for a similar percentage, while the top scorers made very low rates",poor,3,P,2
2057,34.0,M,W,MA,NR,0.0,6.0,25.0,33.0,2.0,2.0,2.0,1.0,Maximize income/bonus,I understand their decision to raise a high tax,poor,3,R,2
2058,32.0,F,W,AS,NR,0.0,1.0,65.0,10.0,1.0,-2.0,1.0,-1.0,"I really need money, but also didn't want to be a jerk",I'm sure they are in a similar boat.,poor,3,R,2
2059,42.0,F,B,BA,PR,-1.0,4.0,45.0,12.0,-1.0,2.0,-1.0,1.0,Lower taxes had higher rewards,Awesome group that made calculated voting decisions,poor,3,P,2
2060,28.0,F,W,HS,NR,0.0,2.0,80.0,15.0,-2.0,-1.0,0.0,0.0,I voted for a number close to the last chosen number,I feel neutral,poor,3,P,2
2061,49.0,F,W,AS,NR,-2.0,1.0,65.0,20.0,0.0,0.0,2.0,0.0,"I tried not to go with extreme ratings, and seeing what the average of some of my co-participants helped me stay middle-of-the-road.","Hard to form an opinion based only on an average of numbers, it was more like a game than a serious debate about tax rates.",poor,3,R,2
2062,35.0,M,W,BA,NR,-2.0,6.0,15.0,20.0,-2.0,0.0,1.0,0.0,Seemed like very few people had most of the wealth. I guess that's the idea.,I was not surprised by the voting.,poor,3,P,2
2063,44.0,F,H,MA,CA,-1.0,6.0,23.0,40.0,1.0,2.0,2.0,2.0,i wanted to be inpartial and felt my number was a good one,the members were all great,poor,3,R,2
2064,42.0,M,W,MA,NR,-1.0,6.0,8.0,20.0,-2.0,0.0,-1.0,-1.0,maximize my points,fine - can't really say without knowing more,poor,3,P,2
2065,44.0,F,W,BA,O,-2.0,3.0,50.0,5.0,-2.0,-2.0,-1.0,-1.0,"I initially voted for a low tax rate, but as I contemplated the unfair allocations, I realized that a higher tax would be more likely to make the incomes more evenly distributed.","Overall, I think the group made a reasonable voting decision on the final tax rate because people tend to favor lower tax rates in general (I think our tax rate should have been higher, but given the unfair allocations, I think the group did the best they could to more evenly distribute the incomes).",poor,3,P,2
2066,31.0,M,W,HS,NR,,4.0,15.0,0.0,0.0,0.0,0.0,-2.0,I was looking to increase the benefits to all the players across the board.,I feel neutral as we all have to make decisions and this is very much so a real world style simulation.,poor,3,P,2
2067,36.0,M,H,BA,NR,-2.0,5.0,20.0,25.0,0.0,0.0,0.0,0.0,Always stayed at 50% to be fair.,,poor,3,P,2
2068,31.0,M,W,MA,CA,-1.0,4.0,60.0,15.0,2.0,1.0,2.0,2.0,I felt that I was willing to pay a higher tax than others because I had a higher score.,I put myself in their position and understood where they were coming from. I understand that lower scorers dont want to be taxed as much as high scorers and their reasoning is that scores were a matter of circumstance.,poor,3,R,2
2069,36.0,F,O,AS,NR,0.0,5.0,18.0,25.0,-1.0,-1.0,0.0,0.0,I tried to stay within what I thought would be the median tax percentage.,Neutral,poor,3,P,2
2070,41.0,F,W,BA,NR,-2.0,1.0,80.0,4.0,2.0,2.0,2.0,2.0,Just went with what I felt was best,Think that everyone did their besr,poor,3,P,2
2071,31.0,M,W,BA,NR,1.0,4.0,70.0,10.0,0.0,0.0,0.0,0.0,Hoping for the best outcome,I'm not very surprised to be honest,poor,3,R,2
2072,76.0,F,W,AS,NR,-1.0,2.0,60.0,5.0,-1.0,0.0,0.0,1.0,No specific reasoning.,I don't believe others voting decisions were disclosed??? There probably weren't other members actually voting anyway.,poor,3,P,2
2073,31.0,F,W,AS,NR,1.0,3.0,50.0,4.0,1.0,1.0,2.0,2.0,I tried to do what I thought others would do,I feel like it was a good choice,rich,4,P,2
2074,44.0,F,W,BA,NR,-1.0,5.0,40.0,20.0,1.0,0.0,1.0,-1.0,I went with what would benefit me most,No idea,rich,4,P,2
2075,38.0,M,W,MA,CA,-1.0,6.0,65.0,10.0,2.0,2.0,1.0,2.0,To make judgment of tax rate with group members.,I feel very satisfied with the group members.,rich,4,R,2
2076,44.0,F,W,AS,CA,1.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,unsure,high,rich,4,P,2
2077,35.0,F,W,AS,NR,1.0,5.0,10.0,15.0,2.0,-1.0,1.0,0.0,i had a high starting amount so i wanted a smaller tax rate so i didn't have to give up as much.,it was mostly fair.,rich,4,R,2
2078,24.0,M,O,BA,NR,-2.0,5.0,40.0,20.0,-2.0,-2.0,-1.0,-2.0,"I had such a low score compared to most of the others, so I wanted to vote for a high tax so that I would get more back after the taxes are collected and distributed.","I understood why they wanted a lower tax rate, so I can get behind why most of them voted the way they did. It was just unfortunate.",rich,4,P,2
2079,,,,,,,,,,,,,,,,rich,4,R,2
2080,29.0,M,A,AS,NR,1.0,3.0,40.0,15.0,2.0,-1.0,1.0,-1.0,I understood that the more i voted for in tax rate increased the baseline for everyone but I wanted to maximize my own earnings and the way to do that seemed to be through voting for the lowest amount of tax possible.,"It is about expected, with what I assume the lower allocated participants voting for higher percentage of tax while higher allocated participants probably chose the lower end.",rich,4,R,2
2081,49.0,F,B,MA,PR,-1.0,3.0,25.0,10.0,0.0,-2.0,-2.0,-2.0,,,rich,4,P,2
2082,34.0,M,W,MA,PR,1.0,3.0,55.0,10.0,1.0,0.0,1.0,0.0,I get taxes by the government. I don't need another entity to tax me.,They taxed too much. people have become numb to theft as long as you call it taxation.,rich,4,R,2
2083,,,,,,,,,,,,,,,,rich,4,R,2
2084,37.0,F,W,AS,O,0.0,4.0,54.0,12.0,0.0,1.0,0.0,0.0,Tried to think of fairest amount,They could’ve done better,rich,4,P,2
2085,34.0,F,W,HS,O,-1.0,2.0,80.0,,0.0,-1.0,0.0,-1.0,They seemed fair,Good,rich,4,P,2
2086,,,,,,,,,,,,,,,,rich,4,P,2
2087,28.0,M,,BA,CA,-1.0,3.0,70.0,10.0,0.0,1.0,0.0,1.0,,,rich,4,R,2
2088,,,,,,,,,,,,,,,,rich,4,P,2
2089,41.0,M,W,AS,PR,1.0,2.0,65.0,8.0,0.0,0.0,1.0,0.0,"I always choose the lowest tax rate possible. The government doesn't produce anything or make anything for money. They only aquire money by taking it from other people. Regardless if where you rank on the social scale, paying less taxes is a good thing.",I have no feelings towards them. I cast my vote based on my views and opinions and I support equality and freedom to do so for every other member here.,rich,4,R,2
2090,20.0,M,W,HS,NR,0.0,1.0,80.0,6.0,1.0,1.0,1.0,1.0,i tried to follow the groups results,,rich,4,R,2
2091,27.0,F,W,BA,NR,0.0,5.0,30.0,0.0,0.0,1.0,1.0,0.0,I tried to keep a lower rate so that the median would hopefully be lower as well,It's hard to tell because they stayed relatively in the same area i think. I am fine with the end result.,rich,4,P,2
2092,29.0,M,W,AS,PR,1.0,6.0,20.0,30.0,0.0,0.0,0.0,1.0,I put the answers that I felt fit the scenario best.,I feel fairly neutral on their decisions.,rich,4,P,2
2093,,,,,,,,,,,,,,,,rich,4,P,2
2094,29.0,M,W,HS,NR,0.0,2.0,70.0,25.0,0.0,0.0,0.0,0.0,"It seemed that others had more points than me, so in order to get a bigger bonus, i would like some of those points distributed to me","They probably voted for a lower tax if they had more points, which is reasonable",rich,4,P,2
2095,29.0,M,A,BA,BU,0.0,3.0,,,-2.0,-2.0,-2.0,0.0,,,rich,4,P,2
2096,62.0,M,W,AS,CA,1.0,6.0,15.0,15.0,-1.0,-1.0,0.0,-1.0,I tried to stick with what I thought was a fair tax rate regardless of other factors.,"Each individual makes their own decisions without judgment. Redistribution of wealth schemes are bad for society and the economy. Better to give everyone equal opportunity to determine the best outcome for themselves. I don't believe in equality of outcome, only of opportunity.",rich,4,P,2
2097,34.0,M,W,HS,PR,-1.0,1.0,65.0,5.0,-1.0,-1.0,-1.0,-1.0,It would even things out.,I respect their decision.,hete,5,P,2
2098,42.0,F,A,BA,NR,-1.0,4.0,60.0,15.0,-2.0,-2.0,-1.0,-1.0,I wanted a fair game.,"I think the other group members voted somewhat fairly, it's just that the how the game was setup was very unfair.",hete,5,P,2
2099,45.0,M,W,AS,CA,0.0,2.0,70.0,20.0,-2.0,0.0,1.0,0.0,"Honestly, I just picked a random low number.",I approve of their decision.,hete,5,P,2
2100,46.0,M,W,BA,NR,-2.0,5.0,30.0,30.0,2.0,2.0,1.0,2.0,"To try and be fair, but to also make a fair amount of money",I think that this turned out to be a pretty fair decision.,hete,5,R,2
2101,,,,,,,,,,,,,,,,hete,5,P,2
2102,27.0,M,W,BA,NR,-1.0,4.0,25.0,45.0,2.0,-2.0,2.0,1.0,"I wanted the tax rate to fall more in the middle so that people with a lower initial starting rate would get a higher bonus, but not so much that it would wipe out any advantage the highest tier already had.","Good, I feel like the tax rate fell where I would have liked it to for equal distribution. It might be a touch higher than I would have liked, but I think it definitely made it more equitable for everyone.",hete,5,R,2
2103,24.0,F,W,BA,CA,0.0,5.0,40.0,10.0,-1.0,0.0,0.0,0.0,Based off what i thought would benefit me most,neutral,hete,5,P,2
2104,58.0,M,W,BA,NR,-2.0,5.0,15.0,45.0,0.0,1.0,0.0,0.0,I was voting for a higher number than other players did because I was trying to encourage others to raise their voting decisions.,I had no real feeling about the other players. I did not really interact with them so I had no real basis to make judgements about them.,hete,5,R,2
2105,48.0,F,W,AS,NR,0.0,2.0,70.0,,-2.0,-2.0,-1.0,0.0,I voted in average with everyone else.,I don't have feelings towards them.,hete,5,P,2
2106,,,,,,,,,,,,,,,,hete,5,R,2
2107,75.0,F,W,BA,NR,-1.0,2.0,30.0,25.0,0.0,0.0,1.0,1.0,To reflect my actual tax rate,They voted for a much higher tax rate; possibly because they knew they'd get it back in the bonus.,hete,5,P,2
2108,37.0,F,W,AS,MO,-1.0,5.0,30.0,20.0,-2.0,-2.0,-2.0,-2.0,I wanted to even the scores out more,"I think those with higher scores voted for a lower rate and those with lower scores, a higher rate",hete,5,P,2
2109,29.0,M,W,AS,JE,-2.0,4.0,60.0,23.0,2.0,-2.0,2.0,2.0,"I had WAY more than other participants, and so, it was only fair to try and even it out through higher ""taxes""","I'm really glad other participants felt the same way. I still have more than double the lowest participant, but at least the scores are slightly more equitable now than at the beginning!",hete,5,R,2
2110,39.0,F,W,AS,NR,-2.0,4.0,40.0,20.0,2.0,-2.0,2.0,-1.0,"I wanted the retain a substantial amount of my initial allocation, but I was will to give some to increase the final amount for people who received less.",I feel pretty neutral. They did what they thought was best and I did the same.,hete,5,R,2
2111,29.0,M,H,BA,NR,1.0,4.0,30.0,10.0,1.0,1.0,1.0,0.0,Tried to average out what I believe others were voting,We seemed to agree on a similar tax rate,hete,5,R,2
2112,29.0,M,W,MA,CA,-2.0,6.0,35.0,10.0,1.0,1.0,1.0,1.0,no reason,very good,hete,5,P,2
2113,31.0,M,W,HS,NR,2.0,1.0,90.0,10.0,-2.0,0.0,-1.0,0.0,At first I voted on the fact I don't agree with high tax rates but then I decided to go with higher taxes to benefit myself more.,I think their high taxes choose are ridiculous and if it were actually money out of their pockets they would have voted differently.,hete,5,P,2
